node_id,x_mm,y_mm,z_mm,Ux_norm,Uy_norm,Uz_norm,eigenvalue,tension_margin_Nm
68,442.5950,324.5950,0.0000,-0.000233,0.000058,0.000012,0.995383,24.8846
69,446.5820,317.6890,0.0000,-0.000231,0.000059,0.000007,0.995383,24.8846
70,450.5700,310.7830,0.0000,-0.000233,0.000062,0.000007,0.995383,24.8846
71,454.5570,303.8760,0.0000,-0.000228,0.000070,0.000028,0.995383,24.8846
72,458.5440,296.9700,0.0000,-0.000218,0.000070,0.000020,0.995383,24.8846
73,462.5320,290.0640,0.0000,-0.000219,0.000065,0.000006,0.995383,24.8846
74,466.5190,283.1570,0.0000,-0.000222,0.000072,-0.000022,0.995383,24.8846
75,470.5060,276.2510,0.0000,-0.000213,0.000079,-0.000008,0.995383,24.8846
76,474.4940,269.3450,0.0000,-0.000208,0.000076,0.000035,0.995383,24.8846
77,478.4810,262.4390,0.0000,-0.000214,0.000083,0.000236,0.995383,24.8846
78,482.4680,255.5320,0.0000,-0.000189,0.000080,0.000236,0.995383,24.8846
79,486.4560,248.6260,0.0000,-0.000195,0.000082,0.000069,0.995383,24.8846
80,490.4430,241.7200,0.0000,-0.000187,0.000082,0.000069,0.995383,24.8846
81,494.4300,234.8130,0.0000,-0.000180,0.000082,0.000065,0.995383,24.8846
82,498.4180,227.9070,0.0000,-0.000175,0.000084,0.000035,0.995383,24.8846
83,502.4050,221.0010,0.0000,-0.000166,0.000085,0.000015,0.995383,24.8846
84,506.3920,214.0950,0.0000,-0.000160,0.000083,0.000006,0.995383,24.8846
85,510.3800,207.1880,0.0000,-0.000154,0.000082,-0.000006,0.995383,24.8846
86,514.3670,200.2820,0.0000,-0.000148,0.000081,-0.000008,0.995383,24.8846
87,518.3540,193.3760,0.0000,-0.000141,0.000079,-0.000005,0.995383,24.8846
88,522.3420,186.4700,0.0000,-0.000135,0.000077,-0.000002,0.995383,24.8846
89,526.3290,179.5630,0.0000,-0.000129,0.000075,0.000008,0.995383,24.8846
90,530.3160,172.6570,0.0000,-0.000123,0.000074,-0.000001,0.995383,24.8846
91,534.3040,165.7510,0.0000,-0.000118,0.000072,0.000004,0.995383,24.8846
92,538.2910,158.8440,0.0000,-0.000110,0.000071,0.000010,0.995383,24.8846
93,542.2790,151.9380,0.0000,-0.000103,0.000068,0.000005,0.995383,24.8846
94,546.2660,145.0320,0.0000,-0.000097,0.000065,-0.000002,0.995383,24.8846
95,550.2530,138.1260,0.0000,-0.000091,0.000062,-0.000003,0.995383,24.8846
96,554.2400,131.2190,0.0000,-0.000083,0.000060,0.000002,0.995383,24.8846
97,558.2280,124.3130,0.0000,-0.000078,0.000056,0.000007,0.995383,24.8846
98,562.2150,117.4070,0.0000,-0.000072,0.000053,0.000001,0.995383,24.8846
99,566.2030,110.5000,0.0000,-0.000067,0.000049,-0.000003,0.995383,24.8846
100,570.1900,103.5940,0.0000,-0.000062,0.000047,-0.000003,0.995383,24.8846
101,574.1770,96.6879,0.0000,-0.000057,0.000043,-0.000001,0.995383,24.8846
102,578.1650,89.7816,0.0000,-0.000051,0.000040,0.000002,0.995383,24.8846
103,582.1520,82.8753,0.0000,-0.000047,0.000037,0.000002,0.995383,24.8846
104,586.1390,75.9691,0.0000,-0.000041,0.000034,0.000001,0.995383,24.8846
105,590.1270,69.0628,0.0000,-0.000036,0.000030,-0.000001,0.995383,24.8846
106,594.1140,62.1565,0.0000,-0.000032,0.000027,-0.000001,0.995383,24.8846
107,598.1010,55.2502,0.0000,-0.000027,0.000023,-0.000001,0.995383,24.8846
108,602.0890,48.3439,0.0000,-0.000023,0.000019,-0.000001,0.995383,24.8846
109,606.0760,41.4377,0.0000,-0.000019,0.000016,-0.000001,0.995383,24.8846
110,610.0630,34.5314,0.0000,-0.000015,0.000013,-0.000001,0.995383,24.8846
111,614.0510,27.6251,0.0000,-0.000011,0.000010,-0.000001,0.995383,24.8846
112,618.0380,20.7188,0.0000,-0.000007,0.000007,-0.000001,0.995383,24.8846
113,622.0250,13.8126,0.0000,-0.000004,0.000005,-0.000000,0.995383,24.8846
114,626.0130,6.9063,0.0000,-0.000001,0.000005,-0.000000,0.995383,24.8846
115,316.9940,542.1430,0.0000,0.000020,-0.000006,0.000000,0.995383,24.8846
116,320.9810,535.2370,0.0000,0.000003,-0.000012,-0.000001,0.995383,24.8846
117,324.9680,528.3300,0.0000,-0.000021,-0.000016,-0.000001,0.995383,24.8846
118,328.9560,521.4240,0.0000,-0.000047,-0.000017,-0.000001,0.995383,24.8846
119,332.9430,514.5180,0.0000,-0.000068,-0.000015,-0.000002,0.995383,24.8846
120,336.9300,507.6110,0.0000,-0.000085,-0.000013,-0.000000,0.995383,24.8846
121,340.9180,500.7050,0.0000,-0.000101,-0.000012,0.000001,0.995383,24.8846
122,344.9050,493.7990,0.0000,-0.000115,-0.000011,-0.000001,0.995383,24.8846
123,348.8920,486.8930,0.0000,-0.000126,-0.000010,-0.000002,0.995383,24.8846
124,352.8800,479.9860,0.0000,-0.000138,-0.000009,-0.000001,0.995383,24.8846
125,356.8670,473.0800,0.0000,-0.000148,-0.000009,0.000000,0.995383,24.8846
126,360.8540,466.1740,0.0000,-0.000157,-0.000008,0.000001,0.995383,24.8846
127,364.8420,459.2680,0.0000,-0.000166,-0.000007,0.000002,0.995383,24.8846
128,368.8290,452.3610,0.0000,-0.000175,-0.000007,0.000002,0.995383,24.8846
129,372.8160,445.4550,0.0000,-0.000183,-0.000007,0.000003,0.995383,24.8846
130,376.8040,438.5490,0.0000,-0.000190,-0.000008,0.000003,0.995383,24.8846
131,380.7910,431.6420,0.0000,-0.000198,-0.000009,0.000002,0.995383,24.8846
132,384.7780,424.7360,0.0000,-0.000204,-0.000011,-0.000006,0.995383,24.8846
133,388.7660,417.8300,0.0000,-0.000213,-0.000016,-0.000007,0.995383,24.8846
134,392.7530,410.9240,0.0000,-0.000224,-0.000020,-0.000030,0.995383,24.8846
135,396.7410,404.0170,0.0000,-0.000237,-0.000024,-0.000049,0.995383,24.8846
136,400.7280,397.1110,0.0000,-0.000249,-0.000027,0.000000,0.995383,24.8846
137,404.7150,390.2050,0.0000,-0.000269,-0.000030,-0.000003,0.995383,24.8846
138,408.7030,383.2980,0.0000,-0.000295,-0.000020,-0.000020,0.995383,24.8846
139,412.6900,376.3920,0.0000,-0.000298,0.000009,-0.000038,0.995383,24.8846
140,416.6770,369.4860,0.0000,-0.000279,0.000035,-0.000025,0.995383,24.8846
141,420.6650,362.5800,0.0000,-0.000262,0.000044,-0.000027,0.995383,24.8846
142,424.6520,355.6730,0.0000,-0.000252,0.000048,-0.000028,0.995383,24.8846
143,428.6390,348.7670,0.0000,-0.000246,0.000051,-0.000018,0.995383,24.8846
144,432.6270,341.8610,0.0000,-0.000241,0.000054,-0.000004,0.995383,24.8846
145,436.6140,334.9540,0.0000,-0.000235,0.000056,0.000001,0.995383,24.8846
146,440.6010,328.0480,0.0000,-0.000234,0.000057,0.000011,0.995383,24.8846
147,444.5890,321.1420,0.0000,-0.000232,0.000059,0.000011,0.995383,24.8846
148,448.5760,314.2360,0.0000,-0.000232,0.000060,0.000004,0.995383,24.8846
149,452.5630,307.3290,0.0000,-0.000232,0.000066,0.000019,0.995383,24.8846
150,456.5510,300.4230,0.0000,-0.000223,0.000071,0.000027,0.995383,24.8846
151,460.5380,293.5170,0.0000,-0.000218,0.000068,0.000012,0.995383,24.8846
152,464.5250,286.6110,0.0000,-0.000222,0.000065,-0.000007,0.995383,24.8846
153,468.5130,279.7040,0.0000,-0.000221,0.000076,0.000016,0.995383,24.8846
154,472.5000,272.7980,0.0000,-0.000205,0.000078,-0.000022,0.995383,24.8846
155,476.4870,265.8920,0.0000,-0.000216,0.000077,0.000130,0.995383,24.8846
156,480.4750,258.9850,0.0000,-0.000196,0.000086,0.000287,0.995383,24.8846
157,484.4620,252.0790,0.0000,-0.000194,0.000077,0.000139,0.995383,24.8846
158,488.4490,245.1730,0.0000,-0.000191,0.000082,0.000068,0.995383,24.8846
159,492.4370,238.2670,0.0000,-0.000183,0.000082,0.000069,0.995383,24.8846
160,496.4240,231.3600,0.0000,-0.000178,0.000083,0.000050,0.995383,24.8846
161,500.4110,224.4540,0.0000,-0.000170,0.000085,0.000022,0.995383,24.8846
162,504.3990,217.5480,0.0000,-0.000163,0.000083,0.000013,0.995383,24.8846
163,508.3860,210.6410,0.0000,-0.000157,0.000082,-0.000002,0.995383,24.8846
164,512.3730,203.7350,0.0000,-0.000151,0.000082,-0.000008,0.995383,24.8846
165,516.3610,196.8290,0.0000,-0.000144,0.000081,-0.000006,0.995383,24.8846
166,520.3480,189.9230,0.0000,-0.000138,0.000078,-0.000004,0.995383,24.8846
167,524.3350,183.0160,0.0000,-0.000132,0.000076,0.000006,0.995383,24.8846
168,528.3230,176.1100,0.0000,-0.000127,0.000074,0.000004,0.995383,24.8846
169,532.3100,169.2040,0.0000,-0.000121,0.000073,-0.000002,0.995383,24.8846
170,536.2970,162.2980,0.0000,-0.000114,0.000071,0.000008,0.995383,24.8846
171,540.2850,155.3910,0.0000,-0.000106,0.000070,0.000009,0.995383,24.8846
172,544.2720,148.4850,0.0000,-0.000100,0.000066,0.000000,0.995383,24.8846
173,548.2600,141.5790,0.0000,-0.000094,0.000064,-0.000003,0.995383,24.8846
174,552.2470,134.6720,0.0000,-0.000087,0.000061,-0.000001,0.995383,24.8846
175,556.2340,127.7660,0.0000,-0.000080,0.000058,0.000005,0.995383,24.8846
176,560.2210,120.8600,0.0000,-0.000075,0.000054,0.000004,0.995383,24.8846
177,564.2090,113.9540,0.0000,-0.000070,0.000051,-0.000002,0.995383,24.8846
178,568.1960,107.0470,0.0000,-0.000065,0.000048,-0.000003,0.995383,24.8846
179,572.1840,100.1410,0.0000,-0.000059,0.000045,-0.000002,0.995383,24.8846
180,576.1710,93.2348,0.0000,-0.000054,0.000042,0.000000,0.995383,24.8846
181,580.1580,86.3285,0.0000,-0.000049,0.000039,0.000002,0.995383,24.8846
182,584.1460,79.4222,0.0000,-0.000044,0.000036,0.000002,0.995383,24.8846
183,588.1330,72.5159,0.0000,-0.000039,0.000032,0.000000,0.995383,24.8846
184,592.1200,65.6096,0.0000,-0.000034,0.000028,-0.000001,0.995383,24.8846
185,596.1080,58.7034,0.0000,-0.000029,0.000025,-0.000001,0.995383,24.8846
186,600.0950,51.7971,0.0000,-0.000025,0.000021,-0.000001,0.995383,24.8846
187,604.0820,44.8908,0.0000,-0.000021,0.000018,-0.000001,0.995383,24.8846
188,608.0700,37.9845,0.0000,-0.000017,0.000014,-0.000001,0.995383,24.8846
189,612.0570,31.0783,0.0000,-0.000013,0.000011,-0.000001,0.995383,24.8846
190,616.0440,24.1720,0.0000,-0.000009,0.000009,-0.000001,0.995383,24.8846
191,620.0320,17.2657,0.0000,-0.000006,0.000006,-0.000001,0.995383,24.8846
192,624.0190,10.3594,0.0000,-0.000003,0.000004,-0.000000,0.995383,24.8846
193,628.0060,3.4531,0.0000,0.000000,0.000006,0.000000,0.995383,24.8846
194,318.9870,538.6900,-0.2000,0.000011,-0.000009,-0.000001,0.995383,24.8846
195,322.9750,531.7830,-0.2000,-0.000009,-0.000015,-0.000001,0.995383,24.8846
196,326.9620,524.8770,-0.2000,-0.000035,-0.000017,-0.000001,0.995383,24.8846
197,330.9490,517.9710,-0.2000,-0.000058,-0.000016,-0.000001,0.995383,24.8846
198,334.9370,511.0650,-0.2000,-0.000077,-0.000014,-0.000001,0.995383,24.8846
199,338.9240,504.1580,-0.2000,-0.000093,-0.000013,0.000001,0.995383,24.8846
200,342.9110,497.2520,-0.2000,-0.000108,-0.000012,0.000000,0.995383,24.8846
201,346.8990,490.3460,-0.2000,-0.000121,-0.000010,-0.000002,0.995383,24.8846
202,350.8860,483.4390,-0.2000,-0.000132,-0.000010,-0.000001,0.995383,24.8846
203,354.8730,476.5330,-0.2000,-0.000143,-0.000009,-0.000000,0.995383,24.8846
204,358.8610,469.6270,-0.2000,-0.000153,-0.000008,0.000001,0.995383,24.8846
205,362.8480,462.7210,-0.2000,-0.000162,-0.000007,0.000002,0.995383,24.8846
206,366.8350,455.8140,-0.2000,-0.000171,-0.000007,0.000002,0.995383,24.8846
207,370.8230,448.9080,-0.2000,-0.000179,-0.000007,0.000003,0.995383,24.8846
208,374.8100,442.0020,-0.2000,-0.000186,-0.000007,0.000003,0.995383,24.8846
209,378.7970,435.0960,-0.2000,-0.000194,-0.000008,0.000003,0.995383,24.8846
210,382.7850,428.1890,-0.2000,-0.000201,-0.000009,-0.000002,0.995383,24.8846
211,386.7720,421.2830,-0.2000,-0.000209,-0.000014,-0.000003,0.995383,24.8846
212,390.7590,414.3770,-0.2000,-0.000220,-0.000018,-0.000016,0.995383,24.8846
213,394.7470,407.4700,-0.2000,-0.000231,-0.000022,-0.000047,0.995383,24.8846
214,398.7340,400.5640,-0.2000,-0.000244,-0.000027,-0.000023,0.995383,24.8846
215,402.7220,393.6580,-0.2000,-0.000259,-0.000030,0.000005,0.995383,24.8846
216,406.7090,386.7520,-0.2000,-0.000284,-0.000029,0.000001,0.995383,24.8846
217,410.6960,379.8450,-0.2000,-0.000301,-0.000007,-0.000033,0.995383,24.8846
218,414.6840,372.9390,-0.2000,-0.000292,0.000022,-0.000033,0.995383,24.8846
219,418.6710,366.0330,-0.2000,-0.000273,0.000039,-0.000025,0.995383,24.8846
220,422.6580,359.1260,-0.2000,-0.000258,0.000046,-0.000029,0.995383,24.8846
221,426.6460,352.2200,-0.2000,-0.000249,0.000049,-0.000024,0.995383,24.8846
222,430.6330,345.3140,-0.2000,-0.000244,0.000052,-0.000010,0.995383,24.8846
223,434.6200,338.4080,-0.2000,-0.000237,0.000055,-0.000000,0.995383,24.8846
224,438.6080,331.5010,-0.2000,-0.000234,0.000056,0.000006,0.995383,24.8846
225,442.5950,324.5950,-0.2000,-0.000233,0.000058,0.000012,0.995383,24.8846
226,446.5820,317.6890,-0.2000,-0.000231,0.000060,0.000007,0.995383,24.8846
227,450.5700,310.7830,-0.2000,-0.000232,0.000062,0.000007,0.995383,24.8846
228,454.5570,303.8760,-0.2000,-0.000227,0.000070,0.000028,0.995383,24.8846
229,458.5440,296.9700,-0.2000,-0.000218,0.000071,0.000020,0.995383,24.8846
230,462.5320,290.0640,-0.2000,-0.000219,0.000065,0.000006,0.995383,24.8846
231,466.5190,283.1570,-0.2000,-0.000221,0.000072,-0.000022,0.995383,24.8846
232,470.5060,276.2510,-0.2000,-0.000213,0.000082,-0.000008,0.995383,24.8846
233,474.4940,269.3450,-0.2000,-0.000200,0.000075,0.000034,0.995383,24.8846
234,478.4810,262.4390,-0.2000,-0.000200,0.000085,0.000236,0.995383,24.8846
235,482.4680,255.5320,-0.2000,-0.000185,0.000089,0.000236,0.995383,24.8846
236,486.4560,248.6260,-0.2000,-0.000192,0.000085,0.000069,0.995383,24.8846
237,490.4430,241.7200,-0.2000,-0.000184,0.000084,0.000069,0.995383,24.8846
238,494.4300,234.8130,-0.2000,-0.000178,0.000084,0.000065,0.995383,24.8846
239,498.4180,227.9070,-0.2000,-0.000174,0.000085,0.000035,0.995383,24.8846
240,502.4050,221.0010,-0.2000,-0.000166,0.000085,0.000015,0.995383,24.8846
241,506.3920,214.0950,-0.2000,-0.000160,0.000083,0.000006,0.995383,24.8846
242,510.3800,207.1880,-0.2000,-0.000154,0.000082,-0.000006,0.995383,24.8846
243,514.3670,200.2820,-0.2000,-0.000148,0.000081,-0.000008,0.995383,24.8846
244,518.3540,193.3760,-0.2000,-0.000141,0.000079,-0.000005,0.995383,24.8846
245,522.3420,186.4700,-0.2000,-0.000135,0.000077,-0.000002,0.995383,24.8846
246,526.3290,179.5630,-0.2000,-0.000129,0.000075,0.000008,0.995383,24.8846
247,530.3160,172.6570,-0.2000,-0.000123,0.000074,-0.000001,0.995383,24.8846
248,534.3040,165.7510,-0.2000,-0.000117,0.000072,0.000005,0.995383,24.8846
249,538.2910,158.8440,-0.2000,-0.000110,0.000071,0.000010,0.995383,24.8846
250,542.2790,151.9380,-0.2000,-0.000103,0.000068,0.000005,0.995383,24.8846
251,546.2660,145.0320,-0.2000,-0.000097,0.000065,-0.000002,0.995383,24.8846
252,550.2530,138.1260,-0.2000,-0.000091,0.000062,-0.000003,0.995383,24.8846
253,554.2400,131.2190,-0.2000,-0.000083,0.000060,0.000002,0.995383,24.8846
254,558.2280,124.3130,-0.2000,-0.000078,0.000056,0.000007,0.995383,24.8846
255,562.2150,117.4070,-0.2000,-0.000072,0.000053,0.000001,0.995383,24.8846
256,566.2030,110.5000,-0.2000,-0.000067,0.000049,-0.000003,0.995383,24.8846
257,570.1900,103.5940,-0.2000,-0.000062,0.000047,-0.000003,0.995383,24.8846
258,574.1770,96.6879,-0.2000,-0.000057,0.000043,-0.000001,0.995383,24.8846
259,578.1650,89.7816,-0.2000,-0.000051,0.000040,0.000002,0.995383,24.8846
260,582.1520,82.8753,-0.2000,-0.000047,0.000037,0.000002,0.995383,24.8846
261,586.1390,75.9691,-0.2000,-0.000041,0.000034,0.000001,0.995383,24.8846
262,590.1270,69.0628,-0.2000,-0.000037,0.000030,-0.000000,0.995383,24.8846
263,594.1140,62.1565,-0.2000,-0.000032,0.000027,-0.000001,0.995383,24.8846
264,598.1010,55.2502,-0.2000,-0.000027,0.000023,-0.000001,0.995383,24.8846
265,602.0890,48.3439,-0.2000,-0.000023,0.000019,-0.000001,0.995383,24.8846
266,606.0760,41.4377,-0.2000,-0.000019,0.000016,-0.000001,0.995383,24.8846
267,610.0630,34.5314,-0.2000,-0.000015,0.000013,-0.000001,0.995383,24.8846
268,614.0510,27.6251,-0.2000,-0.000011,0.000010,-0.000001,0.995383,24.8846
269,618.0380,20.7188,-0.2000,-0.000007,0.000007,-0.000001,0.995383,24.8846
270,622.0250,13.8126,-0.2000,-0.000004,0.000005,-0.000000,0.995383,24.8846
271,626.0130,6.9063,-0.2000,-0.000001,0.000005,-0.000000,0.995383,24.8846
272,316.9940,542.1430,-0.2000,0.000020,-0.000006,0.000000,0.995383,24.8846
273,320.9810,535.2370,-0.2000,0.000003,-0.000012,-0.000001,0.995383,24.8846
274,324.9680,528.3300,-0.2000,-0.000021,-0.000017,-0.000001,0.995383,24.8846
275,328.9560,521.4240,-0.2000,-0.000047,-0.000017,-0.000001,0.995383,24.8846
276,332.9430,514.5180,-0.2000,-0.000068,-0.000016,-0.000002,0.995383,24.8846
277,336.9300,507.6110,-0.2000,-0.000085,-0.000013,-0.000000,0.995383,24.8846
278,340.9180,500.7050,-0.2000,-0.000101,-0.000012,0.000001,0.995383,24.8846
279,344.9050,493.7990,-0.2000,-0.000115,-0.000011,-0.000001,0.995383,24.8846
280,348.8920,486.8930,-0.2000,-0.000127,-0.000010,-0.000002,0.995383,24.8846
281,352.8800,479.9860,-0.2000,-0.000138,-0.000009,-0.000001,0.995383,24.8846
282,356.8670,473.0800,-0.2000,-0.000148,-0.000009,0.000000,0.995383,24.8846
283,360.8540,466.1740,-0.2000,-0.000157,-0.000008,0.000001,0.995383,24.8846
284,364.8420,459.2680,-0.2000,-0.000166,-0.000007,0.000002,0.995383,24.8846
285,368.8290,452.3610,-0.2000,-0.000175,-0.000007,0.000002,0.995383,24.8846
286,372.8160,445.4550,-0.2000,-0.000182,-0.000007,0.000003,0.995383,24.8846
287,376.8040,438.5490,-0.2000,-0.000190,-0.000008,0.000003,0.995383,24.8846
288,380.7910,431.6420,-0.2000,-0.000198,-0.000009,0.000002,0.995383,24.8846
289,384.7780,424.7360,-0.2000,-0.000204,-0.000011,-0.000006,0.995383,24.8846
290,388.7660,417.8300,-0.2000,-0.000214,-0.000016,-0.000007,0.995383,24.8846
291,392.7530,410.9240,-0.2000,-0.000226,-0.000020,-0.000030,0.995383,24.8846
292,396.7410,404.0170,-0.2000,-0.000238,-0.000025,-0.000049,0.995383,24.8846
293,400.7280,397.1110,-0.2000,-0.000250,-0.000028,0.000000,0.995383,24.8846
294,404.7150,390.2050,-0.2000,-0.000269,-0.000030,-0.000003,0.995383,24.8846
295,408.7030,383.2980,-0.2000,-0.000296,-0.000020,-0.000020,0.995383,24.8846
296,412.6900,376.3920,-0.2000,-0.000300,0.000008,-0.000038,0.995383,24.8846
297,416.6770,369.4860,-0.2000,-0.000281,0.000033,-0.000025,0.995383,24.8846
298,420.6650,362.5800,-0.2000,-0.000264,0.000043,-0.000027,0.995383,24.8846
299,424.6520,355.6730,-0.2000,-0.000253,0.000047,-0.000028,0.995383,24.8846
300,428.6390,348.7670,-0.2000,-0.000247,0.000050,-0.000018,0.995383,24.8846
301,432.6270,341.8610,-0.2000,-0.000241,0.000054,-0.000004,0.995383,24.8846
302,436.6140,334.9540,-0.2000,-0.000235,0.000056,0.000001,0.995383,24.8846
303,440.6010,328.0480,-0.2000,-0.000234,0.000057,0.000011,0.995383,24.8846
304,444.5890,321.1420,-0.2000,-0.000231,0.000060,0.000011,0.995383,24.8846
305,448.5760,314.2360,-0.2000,-0.000231,0.000060,0.000004,0.995383,24.8846
306,452.5630,307.3290,-0.2000,-0.000231,0.000066,0.000019,0.995383,24.8846
307,456.5510,300.4230,-0.2000,-0.000222,0.000072,0.000027,0.995383,24.8846
308,460.5380,293.5170,-0.2000,-0.000218,0.000069,0.000012,0.995383,24.8846
309,464.5250,286.6110,-0.2000,-0.000222,0.000066,-0.000007,0.995383,24.8846
310,468.5130,279.7040,-0.2000,-0.000219,0.000077,0.000016,0.995383,24.8846
311,472.5000,272.7980,-0.2000,-0.000201,0.000080,-0.000022,0.995383,24.8846
312,476.4870,265.8920,-0.2000,-0.000205,0.000078,0.000130,0.995383,24.8846
313,480.4750,258.9850,-0.2000,-0.000186,0.000091,0.000287,0.995383,24.8846
314,484.4620,252.0790,-0.2000,-0.000191,0.000084,0.000139,0.995383,24.8846
